HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
3ZCC2DXSD7A60MMV3JGOZRNLHLDYY5,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:01 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:01 PDT 2020,,,37KGEN7NJ4WL5EZMBBTOYTXIIS0PPK,A2ZW6LIN2NNMIF,Submitted,Sun Mar 22 14:37:24 PDT 2020,Sun Mar 22 14:37:32 PDT 2020,Wed Mar 25 14:37:32 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_102.jpg_bb1.jpg,"[{""height"":54,""label"":""0"",""left"":96,""top"":63,""width"":55}]",256,256,,No digits were accurately labelled
3KWGG5KP6J8T32WCOOAO858V5NHCML,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:31 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:31 PDT 2020,,,3BGYGHDBBYQTL0XA7F7063HWW8G22N,A3CPXID0CCAPS0,Submitted,Sun Mar 22 14:32:51 PDT 2020,Sun Mar 22 14:33:01 PDT 2020,Wed Mar 25 14:33:01 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/790.jpg_bb6.jpg,"[{""height"":42,""label"":""1"",""left"":117,""top"":46,""width"":19},{""height"":47,""label"":""9"",""left"":128,""top"":46,""width"":34}]",256,256,x,
3FTID4TN8L4M0NFWK4RY5JLP869YLD,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:57 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:57 PDT 2020,,,3GNA64GUZFA2CGIIR9ZZ0SIBWOMQ5R,A86CAG3LG83GG,Submitted,Sun Mar 22 14:40:10 PDT 2020,Sun Mar 22 14:40:28 PDT 2020,Wed Mar 25 14:40:28 PDT 2020,,,,18,100% (1/1),100% (1/1),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_750.jpg_bb3.jpg,"[{""height"":50,""label"":""2"",""left"":102,""top"":39,""width"":27},{""height"":46,""label"":""5"",""left"":127,""top"":34,""width"":28}]",256,256,x,
3RTFSSG7T8CIBIKW539AKM09XY9LW1,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,3L4D84MIL0YX6MY0XLGZSO9FN2KHJ7,A33D2QT3LIMJTN,Submitted,Sun Mar 22 14:37:27 PDT 2020,Sun Mar 22 14:37:35 PDT 2020,Wed Mar 25 14:37:35 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_502.jpg_bb4.jpg,"[{""height"":40,""label"":""5"",""left"":88,""top"":213,""width"":50}]",256,256,x,
3VCK0Q0PO5KFRSMWO9W4QJVU1OUN03,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:10 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:10 PDT 2020,,,3TPZPLC3M1IEYPUZDDWHLQUHDW93PN,AIZTUMWAFMHPX,Submitted,Sun Mar 22 14:39:59 PDT 2020,Sun Mar 22 14:40:10 PDT 2020,Wed Mar 25 14:40:10 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1333.jpg_bb1.jpg,"[{""height"":37,""label"":""1"",""left"":112,""top"":59,""width"":21},{""height"":36,""label"":""9"",""left"":133,""top"":53,""width"":23}]",256,256,x,
356TQKY9XF386WZC36SUN1FMK71870,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:31 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:31 PDT 2020,,,3BEFOD78W7ZTVIGQLB98ERSSMRTM4U,A354IL6K61ZWHP,Submitted,Sun Mar 22 14:36:13 PDT 2020,Sun Mar 22 14:36:48 PDT 2020,Wed Mar 25 14:36:48 PDT 2020,,,,35,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_363.jpg_bb5.jpg,"[{""height"":52,""label"":""2"",""left"":115,""top"":48,""width"":31},{""height"":47,""label"":""7"",""left"":145,""top"":56,""width"":29}]",256,256,x,
3VW0145YLYIGBG2IYGRAV9LQV7QJM6,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:01 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:01 PDT 2020,,,3DY4FPOOA2UJMBCXAF6C9GMF5YPVR3,A1I191EFSS3UDR,Submitted,Sun Mar 22 14:37:02 PDT 2020,Sun Mar 22 14:37:34 PDT 2020,Wed Mar 25 14:37:34 PDT 2020,,,,32,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1021.jpg_bb0.jpg,"[{""height"":42,""label"":""5"",""left"":102,""top"":54,""width"":41}]",256,256,x,
3D4BBDG7ZH2SHGO2I659C6ZP5W03CW,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:31 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:31 PDT 2020,,,3MHW492WW1JSPVZ557AVNHS5ZBQVMF,A1I191EFSS3UDR,Submitted,Sun Mar 22 14:36:54 PDT 2020,Sun Mar 22 14:37:28 PDT 2020,Wed Mar 25 14:37:28 PDT 2020,,,,34,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/790.jpg_bb7.jpg,"[{""height"":26,""label"":""9"",""left"":143,""top"":11,""width"":18},{""height"":27,""label"":""0"",""left"":158,""top"":13,""width"":20},{""height"":31,""label"":""2"",""left"":73,""top"":48,""width"":16},{""height"":29,""label"":""2"",""left"":89,""top"":51,""width"":18},{""height"":27,""label"":""5"",""left"":111,""top"":105,""width"":17},{""height"":26,""label"":""4"",""left"":128,""top"":109,""width"":17}]",256,256,x,
3421H3BM9AN14WJO97N5QNF6V8JJ97,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,3R2UR8A0IBM8TNPCI2QQ36EVAMDOXQ,A34M93NJC830DP,Submitted,Sun Mar 22 14:36:18 PDT 2020,Sun Mar 22 14:36:45 PDT 2020,Wed Mar 25 14:36:45 PDT 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_502.jpg_bb5.jpg,"[{""height"":41,""label"":""2"",""left"":104,""top"":58,""width"":31},{""height"":37,""label"":""6"",""left"":133,""top"":61,""width"":24}]",256,256,x,
3UY4PIS8QRRFYH7EKS044OE46G0N16,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:10 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:10 PDT 2020,,,378XPAWRUDJM1O6G9XL7Z17BXS6AIE,A23H0D5PGBCG8O,Submitted,Sun Mar 22 14:39:02 PDT 2020,Sun Mar 22 14:39:15 PDT 2020,Wed Mar 25 14:39:15 PDT 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1333.jpg_bb2.jpg,"[{""height"":43,""label"":""3"",""left"":108,""top"":78,""width"":32},{""height"":42,""label"":""3"",""left"":138,""top"":75,""width"":26}]",256,256,x,
3S37Y8CWI86MDADBZBATY5YYBCEW4J,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,3UN61F00HXV2OHXI4OOZ5ISGSANR5S,AG9LLYJH2JXFY,Submitted,Sun Mar 22 14:36:41 PDT 2020,Sun Mar 22 14:36:51 PDT 2020,Wed Mar 25 14:36:51 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_753.jpg_bb1.jpg,"[{""height"":53,""label"":""0"",""left"":96,""top"":58,""width"":58}]",256,256,,No digits were accurately labelled
3JTPR5MTZSIDETNUO2A0FMAHO105K1,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:31 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:31 PDT 2020,,,3MMN5BL1W0A8DMXMLX4P4M0M8RX3MQ,A3BYOIVPK872GW,Submitted,Sun Mar 22 14:34:35 PDT 2020,Sun Mar 22 14:34:49 PDT 2020,Wed Mar 25 14:34:49 PDT 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/791.jpg_bb0.jpg,"[{""height"":107,""label"":""2"",""left"":58,""top"":148,""width"":67},{""height"":106,""label"":""4"",""left"":124,""top"":144,""width"":53}]",256,256,x,
3WRBLBQ2GRE9H05A15J90ZMX0C80G8,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:34 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:34 PDT 2020,,,3D4CH1LGEBZU0EQGR374IUJBCXWG9D,AG9LLYJH2JXFY,Submitted,Sun Mar 22 14:39:04 PDT 2020,Sun Mar 22 14:39:10 PDT 2020,Wed Mar 25 14:39:10 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_363.jpg_bb6.jpg,"[{""height"":54,""label"":""0"",""left"":92,""top"":45,""width"":56}]",256,256,,No digits were accurately labelled
3SR6AEG6W5ZKERW6TJC0DRSIRP0YH6,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,31EUONYN2W9GPYKHINP8FLHAUB5OVN,AAVU4RQ25D551,Submitted,Sun Mar 22 14:36:15 PDT 2020,Sun Mar 22 14:36:30 PDT 2020,Wed Mar 25 14:36:30 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_503.jpg_bb1.jpg,"[{""height"":53,""label"":""2"",""left"":109,""top"":45,""width"":27},{""height"":58,""label"":""6"",""left"":137,""top"":49,""width"":27}]",256,256,x,
3QD8LUVX4X4JYTM1NLPP5GIJKAFX5I,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:10 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:10 PDT 2020,,,33F859I567JRO30O9T3IU0Q2FXCBHH,AQCLZQH954EAF,Submitted,Sun Mar 22 14:40:19 PDT 2020,Sun Mar 22 14:40:37 PDT 2020,Wed Mar 25 14:40:37 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1339.jpg_bb1.jpg,"[{""height"":38,""label"":""4"",""left"":106,""top"":81,""width"":23},{""height"":40,""label"":""5"",""left"":131,""top"":84,""width"":21}]",256,256,x,
33QQ60S6ASOSMI65LA8Q4ENO9KNU02,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:01 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:01 PDT 2020,,,35DR22AR5EQJ7YWQZ46YF3GKFVHX34,A7SOULQTABGJ5,Submitted,Sun Mar 22 14:38:19 PDT 2020,Sun Mar 22 14:38:28 PDT 2020,Wed Mar 25 14:38:28 PDT 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1022.jpg_bb1.jpg,"[{""height"":57,""label"":""5"",""left"":133,""top"":69,""width"":38}]",256,256,x,
3OYHVNTV5T4ZM3TCTH6ZOSA85W5OKP,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,3RYC5T2D74Z6HRF1O3XD3OXXJAPPRD,A8TIL9U6YHG5,Submitted,Sun Mar 22 14:45:10 PDT 2020,Sun Mar 22 14:45:36 PDT 2020,Wed Mar 25 14:45:36 PDT 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_754.jpg_bb0.jpg,"[{""height"":38,""label"":""1"",""left"":124,""top"":67,""width"":16},{""height"":43,""label"":""3"",""left"":135,""top"":54,""width"":21}]",256,256,x,
3X52SWXE0XBP8EQQSQGBH3AM3PVCWC,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:34 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:34 PDT 2020,,,3OVR4I9USQPKGXEID4GPV0CXWSQ4QZ,A1G5PO0BLQPBJ7,Submitted,Sun Mar 22 14:33:39 PDT 2020,Sun Mar 22 14:34:13 PDT 2020,Wed Mar 25 14:34:13 PDT 2020,,,,34,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_364.jpg_bb2.jpg,"[{""height"":49,""label"":""5"",""left"":110,""top"":80,""width"":40}]",256,256,x,
363A7XIFV4SO0ATNI2FOP61KWD7VAI,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:31 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:31 PDT 2020,,,3C6FJU71TRZS6XZJJKO1LQDTUEWYUK,AYGI3VWKRUV2W,Submitted,Sun Mar 22 14:41:45 PDT 2020,Sun Mar 22 14:41:55 PDT 2020,Wed Mar 25 14:41:55 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/792.jpg_bb0.jpg,"[{""height"":45,""label"":""2"",""left"":118,""top"":59,""width"":27},{""height"":41,""label"":""9"",""left"":146,""top"":59,""width"":18}]",256,256,x,
3PKVGQTFIHQX3LA9POOURVUOEYYYR3,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:59 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:59 PDT 2020,,,37XITHEISXFNN26XJYB7JOYQKRACRM,A7SOULQTABGJ5,Submitted,Sun Mar 22 14:38:31 PDT 2020,Sun Mar 22 14:38:43 PDT 2020,Wed Mar 25 14:38:43 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_504.jpg_bb1.jpg,"[{""height"":41,""label"":""9"",""left"":95,""top"":43,""width"":33},{""height"":44,""label"":""3"",""left"":120,""top"":37,""width"":31}]",256,256,x,
3FO95NVK5C607ZY0QIW5996NXD2RSI,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:01 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:01 PDT 2020,,,37U1UTWH9WSLBZGK2MV2H227U0PR8V,A280UKMMBLRURU,Submitted,Sun Mar 22 14:41:27 PDT 2020,Sun Mar 22 14:41:47 PDT 2020,Wed Mar 25 14:41:47 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1022.jpg_bb3.jpg,"[{""height"":43,""label"":""2"",""left"":6,""top"":65,""width"":40},{""height"":42,""label"":""4"",""left"":40,""top"":66,""width"":26}]",256,256,x,
3BDORL6HKKJK0I94TW65U425BAGRCO,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,3FE7TXL1LJTADJZV9QX12LFZCEV2Q2,A3CPXID0CCAPS0,Submitted,Sun Mar 22 14:38:57 PDT 2020,Sun Mar 22 14:39:06 PDT 2020,Wed Mar 25 14:39:06 PDT 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_754.jpg_bb3.jpg,"[{""height"":54,""label"":""2"",""left"":88,""top"":49,""width"":27},{""height"":59,""label"":""5"",""left"":110,""top"":47,""width"":29}]",256,256,x,
3W3RSPVVGSX5JEVRA3U92YFCCIYULB,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:10 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:10 PDT 2020,,,3DUZQ9U6SNUVNQCAP46HZQRBR09SVP,AIZTUMWAFMHPX,Submitted,Sun Mar 22 14:40:21 PDT 2020,Sun Mar 22 14:40:32 PDT 2020,Wed Mar 25 14:40:32 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1340.jpg_bb5.jpg,"[{""height"":44,""label"":""4"",""left"":109,""top"":65,""width"":22},{""height"":55,""label"":""5"",""left"":132,""top"":66,""width"":22}]",256,256,x,
36FFXPMST9U8KDS4NW32B0UGDF1HOE,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:33 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:33 PDT 2020,,,31LM9EDVOMYPGIKB0JBCX86B9ETJNI,A16J6DE1FEIYEQ,Submitted,Sun Mar 22 14:36:35 PDT 2020,Sun Mar 22 14:36:55 PDT 2020,Wed Mar 25 14:36:55 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_364.jpg_bb4.jpg,"[{""height"":43,""label"":""4"",""left"":106,""top"":52,""width"":38}]",256,256,x,
3K2CEDRACB7APJYNAA5EXF8ZT9HTML,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,3TPZPLC3M1IEYPUZDDWHLQUHDW8P38,A3CPXID0CCAPS0,Submitted,Sun Mar 22 14:36:38 PDT 2020,Sun Mar 22 14:36:46 PDT 2020,Wed Mar 25 14:36:46 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_755.jpg_bb0.jpg,"[{""height"":41,""label"":""1"",""left"":127,""top"":65,""width"":18},{""height"":47,""label"":""1"",""left"":141,""top"":56,""width"":17}]",256,256,x,
307L9TDWJYYB8KLT7WENSHT140EN3Y,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:10 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:10 PDT 2020,,,33OOO72IVIR03HJPNNG2J3Z88C7CTZ,A2ZW6LIN2NNMIF,Submitted,Sun Mar 22 14:38:30 PDT 2020,Sun Mar 22 14:38:41 PDT 2020,Wed Mar 25 14:38:41 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1342.jpg_bb0.jpg,"[{""height"":42,""label"":""0"",""left"":91,""top"":60,""width"":31}]",256,256,,No digits were accurately labelled
3MD8CKRQZZT78WFA3ONRH8F01UPRJ2,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:59 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:59 PDT 2020,,,3NL0RFNU0GTY5UGN0ZWSZE0OXM04K9,A86CAG3LG83GG,Submitted,Sun Mar 22 14:41:33 PDT 2020,Sun Mar 22 14:41:55 PDT 2020,Wed Mar 25 14:41:55 PDT 2020,,,,22,100% (1/1),100% (1/1),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_505.jpg_bb3.jpg,"[{""height"":50,""label"":""9"",""left"":105,""top"":49,""width"":33},{""height"":44,""label"":""3"",""left"":133,""top"":49,""width"":26}]",256,256,x,
341H3G5YF0K98H0FRX7YL623B22Z0W,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:01 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:01 PDT 2020,,,3ZPBJO59KQ7K30Y8NPUOPQE2IINHDT,A3ODZJPMUOLZ4K,Submitted,Sun Mar 22 14:37:03 PDT 2020,Sun Mar 22 14:37:15 PDT 2020,Wed Mar 25 14:37:15 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_1023.jpg_bb0.jpg,"[{""height"":30,""label"":""2"",""left"":104,""top"":76,""width"":19},{""height"":29,""label"":""7"",""left"":123,""top"":79,""width"":23}]",256,256,x,
34ZTTGSNJXUB5P5K29V605PGSGJHQM,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:33 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:33 PDT 2020,,,3W2LOLRXLCL560ILBBS577BYP0IKR6,ADZLMF2H5IPRO,Submitted,Sun Mar 22 14:34:26 PDT 2020,Sun Mar 22 14:34:44 PDT 2020,Wed Mar 25 14:34:44 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_364.jpg_bb5.jpg,"[{""height"":39,""label"":""2"",""left"":107,""top"":60,""width"":29},{""height"":36,""label"":""4"",""left"":128,""top"":69,""width"":25}]",256,256,x,
37M4O367VJO84HNX9ENGUZ2LD6V5M6,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:31 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:31 PDT 2020,,,3R5F3LQFV3QXYIPRJKEB0RU6IMAZOX,A5Z0E99JKX0R1,Submitted,Sun Mar 22 14:32:54 PDT 2020,Sun Mar 22 14:33:15 PDT 2020,Wed Mar 25 14:33:15 PDT 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/793.jpg_bb6.jpg,"[{""height"":50,""label"":""0"",""left"":98,""top"":56,""width"":67}]",256,256,,No digits were accurately labelled
3KVQ0UJWPXR49THBDGT33X4CB89W5O,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:56 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:56 PDT 2020,,,3OVHNO1VE776ULY2TB0VPXI7E85DZG,A1U8C2JU2146F7,Submitted,Sun Mar 22 14:39:57 PDT 2020,Sun Mar 22 14:40:08 PDT 2020,Wed Mar 25 14:40:08 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_755.jpg_bb2.jpg,"[{""height"":57,""label"":""2"",""left"":88,""top"":41,""width"":23},{""height"":58,""label"":""5"",""left"":110,""top"":41,""width"":24}]",256,256,x,
